User_id,food_name,country,calories,protein_g,fat_g,carbs_g,primary_goal,time_of_day,suitability_score
23,Picos (Breadsticks),Spain,400,10,5,75,Weight Loss,Snack,0
23,Sliced Cantaloupe,Spain,34,0.8,0.2,8,Weight Loss,Snack,1
24,Pine Nuts,Italy,673,14,68,13,Maintenance,Snack,0
24,Pistachios,Italy,562,20,45,27,Maintenance,Snack,0
24,Parmesan Chunks,Italy,430,38,29,4,Maintenance,Snack,0
24,Cherry Tomatoes with Basil,Italy,20,1,0.2,4,Maintenance,Snack,0
24,Baked Taralli,Italy,450,9,18,65,Maintenance,Snack,0
24,Sliced Melon,Italy,34,0.8,0.2,8,Maintenance,Snack,0
24,Walnuts,Italy,654,15,65,14,Maintenance,Snack,0
24,Roasted Chestnuts,Italy,245,3,2,53,Maintenance,Snack,1
24,Low-fat Ricotta,Italy,138,11,8,5,Maintenance,Snack,1
24,Olives,Italy,115,0.8,11,6,Maintenance,Snack,1
25,Roasted Hazelnuts,Turkey,628,15,60,17,Muscle Gain,Snack,0
25,Dried Apricots,Turkey,241,3,0.5,62,Muscle Gain,Snack,0
25,Pistachios,Turkey,562,20,45,27,Muscle Gain,Snack,1
25,Sunflower Seeds,Turkey,584,21,51,20,Muscle Gain,Snack,1
25,Dried Figs,Turkey,249,3,1,64,Muscle Gain,Snack,0
25,Sliced Quince,Turkey,57,0.4,0.1,15,Muscle Gain,Snack,0
25,Walnuts,Turkey,654,15,65,14,Muscle Gain,Snack,0
25,Roasted Pumpkin Seeds,Turkey,559,30,49,10,Muscle Gain,Snack,1
25,Labneh with Herbs,Turkey,155,8,12,5,Muscle Gain,Snack,0
25,Sliced Melon,Turkey,34,0.8,0.2,8,Muscle Gain,Snack,0
26,Roasted Chickpeas,Pakistan,164,19,6,27,Muscle Gain,Snack,1
26,Mixed Dry Fruits,Pakistan,600,15,45,20,Muscle Gain,Snack,0
26,Corn on the Cob,Pakistan,90,3,1,19,Muscle Gain,Snack,0
26,Fruit Chaat,Pakistan,80,1,0.5,18,Muscle Gain,Snack,0
26,Roasted Almonds,Pakistan,579,21,50,22,Muscle Gain,Snack,1
26,Walnuts,Pakistan,654,15,65,14,Muscle Gain,Snack,0
26,Baked Veggie Samosa,Pakistan,180,4,8,22,Muscle Gain,Snack,0
26,Guava with Chaat Masala,Pakistan,68,2.6,1,14,Muscle Gain,Snack,0
26,Puffed Rice,Pakistan,400,6,0.5,90,Muscle Gain,Snack,0
26,Dried Apricots,Pakistan,241,3,0.5,62,Muscle Gain,Snack,0
27,Ajwa Dates,Saudi Arabia,282,2.5,0.4,75,Maintenance,Snack,1
27,Roasted Pistachios,Saudi Arabia,562,20,45,27,Maintenance,Snack,0
27,Roasted Almonds,Saudi Arabia,579,21,50,22,Maintenance,Snack,0
27,Pumpkin Seeds,Saudi Arabia,559,30,49,10,Maintenance,Snack,0
27,Dried Figs,Saudi Arabia,249,3,1,64,Maintenance,Snack,1
27,Baked Falafel,Saudi Arabia,180,13,10,20,Maintenance,Snack,1
27,Labneh Dip with Veggies,Saudi Arabia,155,8,12,5,Maintenance,Snack,1
27,Walnuts,Saudi Arabia,654,15,65,14,Maintenance,Snack,0
27,Roasted Hazelnuts,Saudi Arabia,628,15,60,17,Maintenance,Snack,0
27,Dried Apricots,Saudi Arabia,241,3,0.5,62,Maintenance,Snack,1
28,Sliced Mango,Thailand,60,0.8,0.4,15,Weight Loss,Snack,1
28,Steamed Corn,Thailand,96,3.4,1.5,21,Weight Loss,Snack,1
28,Roasted Cashews,Thailand,553,18,44,30,Weight Loss,Snack,0
28,Dried Jackfruit,Thailand,280,2,0.6,72,Weight Loss,Snack,0
28,Sliced Papaya,Thailand,43,0.5,0.1,11,Weight Loss,Snack,1
28,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Weight Loss,Snack,1
28,Small Rice Cracker,Thailand,380,7,1,85,Weight Loss,Snack,0
28,Roasted Peanuts,Thailand,567,26,49,16,Weight Loss,Snack,0
28,Sliced Starfruit,Thailand,31,1,0.3,7,Weight Loss,Snack,1
28,Sliced Watermelon,Thailand,30,0.6,0.2,8,Weight Loss,Snack,1
29,Brazil Nuts,Brazil,656,14,66,12,Weight Loss,Snack,0
29,Cashew Nuts,Brazil,553,18,44,30,Weight Loss,Snack,0
29,Sliced Guava,Brazil,68,2.6,1,14,Weight Loss,Snack,1
29,Baked Mini Empada,Brazil,280,8,15,28,Weight Loss,Snack,0
29,Tapioca Cubes,Brazil,350,0.2,0.1,85,Weight Loss,Snack,0
29,Roasted Peanuts,Brazil,567,26,49,16,Weight Loss,Snack,0
29,Sliced Pineapple,Brazil,50,0.5,0.1,13,Weight Loss,Snack,1
29,Sunflower Seeds,Brazil,584,21,51,20,Weight Loss,Snack,0
29,Dried Mango,Brazil,320,2,1,78,Weight Loss,Snack,0
29,Sliced Coconut,Brazil,354,3,33,15,Weight Loss,Snack,0
30,Roasted Chickpeas,Pakistan,164,19,6,27,Weight Loss,Snack,1
30,Mixed Dry Fruits,Pakistan,600,15,45,20,Weight Loss,Snack,0
30,Corn on the Cob,Pakistan,90,3,1,19,Weight Loss,Snack,1
30,Fruit Chaat,Pakistan,80,1,0.5,18,Weight Loss,Snack,1
30,Roasted Almonds,Pakistan,579,21,50,22,Weight Loss,Snack,0
30,Walnuts,Pakistan,654,15,65,14,Weight Loss,Snack,0
30,Baked Veggie Samosa,Pakistan,180,4,8,22,Weight Loss,Snack,1
30,Guava with Chaat Masala,Pakistan,68,2.6,1,14,Weight Loss,Snack,1
30,Puffed Rice,Pakistan,400,6,0.5,90,Weight Loss,Snack,0
30,Dried Apricots,Pakistan,241,3,0.5,62,Weight Loss,Snack,0
31,Marcona Almonds,Spain,600,20,54,18,Weight Loss,Snack,0
31,Sliced Jam?n (Lean),Spain,145,30,3,0,Weight Loss,Snack,1
31,Sliced Orange,Spain,47,0.9,0.1,12,Weight Loss,Snack,1
31,Toasted Hazelnuts,Spain,628,15,60,17,Weight Loss,Snack,0
31,Roasted Broad Beans,Spain,340,25,2,50,Weight Loss,Snack,0
31,Walnuts,Spain,654,15,65,14,Weight Loss,Snack,0
31,Olives,Spain,115,0.8,11,6,Weight Loss,Snack,1
31,Sliced Peaches,Spain,39,0.9,0.3,10,Weight Loss,Snack,1
31,Picos (Breadsticks),Spain,400,10,5,75,Weight Loss,Snack,0
31,Sliced Cantaloupe,Spain,34,0.8,0.2,8,Weight Loss,Snack,1
32,Roasted Hazelnuts,Turkey,628,15,60,17,Maintenance,Snack,0
32,Dried Apricots,Turkey,241,3,0.5,62,Maintenance,Snack,1
32,Pistachios,Turkey,562,20,45,27,Maintenance,Snack,0
32,Sunflower Seeds,Turkey,584,21,51,20,Maintenance,Snack,0
32,Dried Figs,Turkey,249,3,1,64,Maintenance,Snack,1
32,Sliced Quince,Turkey,57,0.4,0.1,15,Maintenance,Snack,0
32,Walnuts,Turkey,654,15,65,14,Maintenance,Snack,0
32,Roasted Pumpkin Seeds,Turkey,559,30,49,10,Maintenance,Snack,0
32,Labneh with Herbs,Turkey,155,8,12,5,Maintenance,Snack,1
32,Sliced Melon,Turkey,34,0.8,0.2,8,Maintenance,Snack,0
33,Brazil Nuts,Brazil,656,14,66,12,Maintenance,Snack,0
33,Cashew Nuts,Brazil,553,18,44,30,Maintenance,Snack,0
33,Sliced Guava,Brazil,68,2.6,1,14,Maintenance,Snack,0
33,Baked Mini Empada,Brazil,280,8,15,28,Maintenance,Snack,1
33,Tapioca Cubes,Brazil,350,0.2,0.1,85,Maintenance,Snack,1
33,Roasted Peanuts,Brazil,567,26,49,16,Maintenance,Snack,0
33,Sliced Pineapple,Brazil,50,0.5,0.1,13,Maintenance,Snack,0
33,Sunflower Seeds,Brazil,584,21,51,20,Maintenance,Snack,0
33,Dried Mango,Brazil,320,2,1,78,Maintenance,Snack,1
33,Sliced Coconut,Brazil,354,3,33,15,Maintenance,Snack,1
34,Walnuts,France,654,15,65,14,Muscle Gain,Snack,0
34,Hard Cheese (Comte),France,410,27,33,1,Muscle Gain,Snack,1
34,Sliced Pear,France,57,0.4,0.1,15,Muscle Gain,Snack,0
34,Radishes with Salt,France,16,0.7,0.1,3.4,Muscle Gain,Snack,0
34,Almonds,France,579,21,50,22,Muscle Gain,Snack,1
34,Baked Apple,France,60,0.5,0.2,15,Muscle Gain,Snack,0
34,Mini Quiche (Veg),France,250,8,18,14,Muscle Gain,Snack,0
34,Yogurt with Honey,France,115,9,4,12,Muscle Gain,Snack,0
34,Hazelnuts,France,628,15,60,17,Muscle Gain,Snack,0
34,Dark Chocolate (85%),France,598,8,45,24,Muscle Gain,Snack,0
35,Sliced Mango,Thailand,60,0.8,0.4,15,Muscle Gain,Snack,0
35,Steamed Corn,Thailand,96,3.4,1.5,21,Muscle Gain,Snack,0
35,Roasted Cashews,Thailand,553,18,44,30,Muscle Gain,Snack,1
35,Dried Jackfruit,Thailand,280,2,0.6,72,Muscle Gain,Snack,0
35,Sliced Papaya,Thailand,43,0.5,0.1,11,Muscle Gain,Snack,0
35,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Muscle Gain,Snack,0
35,Small Rice Cracker,Thailand,380,7,1,85,Muscle Gain,Snack,0
35,Roasted Peanuts,Thailand,567,26,49,16,Muscle Gain,Snack,1
35,Sliced Starfruit,Thailand,31,1,0.3,7,Muscle Gain,Snack,0
35,Sliced Watermelon,Thailand,30,0.6,0.2,8,Muscle Gain,Snack,0
36,Edamame,Japan,122,11,5,10,Weight Loss,Snack,1
36,Seaweed Snacks,Japan,35,6,0.5,5,Weight Loss,Snack,1
36,Roasted Soybeans,Japan,450,40,20,33,Weight Loss,Snack,0
36,Rice Crackers,Japan,380,7,1,85,Weight Loss,Snack,0
36,Dried Squid,Japan,300,60,3,2,Weight Loss,Snack,0
36,Tamagoyaki,Japan,150,10,10,4,Weight Loss,Snack,1
36,Green Tea Mochi,Japan,230,2,0.5,55,Weight Loss,Snack,0
36,Small Onigiri,Japan,130,3,0.3,28,Weight Loss,Snack,1
36,Dried Shiitake,Japan,290,10,1,75,Weight Loss,Snack,0
36,Sliced Persimmon,Japan,70,0.6,0.2,19,Weight Loss,Snack,1
37,Walnuts,France,654,15,65,14,Maintenance,Snack,0
37,Hard Cheese (Comte),France,410,27,33,1,Maintenance,Snack,0
37,Sliced Pear,France,57,0.4,0.1,15,Maintenance,Snack,0
37,Radishes with Salt,France,16,0.7,0.1,3.4,Maintenance,Snack,0
37,Almonds,France,579,21,50,22,Maintenance,Snack,0
37,Baked Apple,France,60,0.5,0.2,15,Maintenance,Snack,0
37,Mini Quiche (Veg),France,250,8,18,14,Maintenance,Snack,1
37,Yogurt with Honey,France,115,9,4,12,Maintenance,Snack,1
37,Hazelnuts,France,628,15,60,17,Maintenance,Snack,0
37,Dark Chocolate (85%),France,598,8,45,24,Maintenance,Snack,0
38,Ajwa Dates,Saudi Arabia,282,2.5,0.4,75,Maintenance,Snack,1
38,Roasted Pistachios,Saudi Arabia,562,20,45,27,Maintenance,Snack,0
38,Roasted Almonds,Saudi Arabia,579,21,50,22,Maintenance,Snack,0
38,Pumpkin Seeds,Saudi Arabia,559,30,49,10,Maintenance,Snack,0
38,Dried Figs,Saudi Arabia,249,3,1,64,Maintenance,Snack,1
38,Baked Falafel,Saudi Arabia,180,13,10,20,Maintenance,Snack,1
38,Labneh Dip with Veggies,Saudi Arabia,155,8,12,5,Maintenance,Snack,1
38,Walnuts,Saudi Arabia,654,15,65,14,Maintenance,Snack,0
38,Roasted Hazelnuts,Saudi Arabia,628,15,60,17,Maintenance,Snack,0
38,Dried Apricots,Saudi Arabia,241,3,0.5,62,Maintenance,Snack,1
39,Roasted Chickpeas,Pakistan,164,19,6,27,Muscle Gain,Snack,1
39,Mixed Dry Fruits,Pakistan,600,15,45,20,Muscle Gain,Snack,0
39,Corn on the Cob,Pakistan,90,3,1,19,Muscle Gain,Snack,0
39,Fruit Chaat,Pakistan,80,1,0.5,18,Muscle Gain,Snack,0
39,Roasted Almonds,Pakistan,579,21,50,22,Muscle Gain,Snack,1
39,Walnuts,Pakistan,654,15,65,14,Muscle Gain,Snack,0
39,Baked Veggie Samosa,Pakistan,180,4,8,22,Muscle Gain,Snack,0
39,Guava with Chaat Masala,Pakistan,68,2.6,1,14,Muscle Gain,Snack,0
39,Puffed Rice,Pakistan,400,6,0.5,90,Muscle Gain,Snack,0
39,Dried Apricots,Pakistan,241,3,0.5,62,Muscle Gain,Snack,0
40,Sliced Mango,Thailand,60,0.8,0.4,15,Weight Loss,Snack,1
40,Steamed Corn,Thailand,96,3.4,1.5,21,Weight Loss,Snack,1
40,Roasted Cashews,Thailand,553,18,44,30,Weight Loss,Snack,0
40,Dried Jackfruit,Thailand,280,2,0.6,72,Weight Loss,Snack,0
40,Sliced Papaya,Thailand,43,0.5,0.1,11,Weight Loss,Snack,1
40,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Weight Loss,Snack,1
40,Small Rice Cracker,Thailand,380,7,1,85,Weight Loss,Snack,0
40,Roasted Peanuts,Thailand,567,26,49,16,Weight Loss,Snack,0
40,Sliced Starfruit,Thailand,31,1,0.3,7,Weight Loss,Snack,1
40,Sliced Watermelon,Thailand,30,0.6,0.2,8,Weight Loss,Snack,1
41,Roasted Pumpkin Seeds,Mexico,559,30,49,10,Weight Loss,Snack,0
41,Jicama with Chili/Lime,Mexico,38,0.7,0.1,9,Weight Loss,Snack,1
41,Sliced Mango,Mexico,60,0.8,0.4,15,Weight Loss,Snack,1
41,Baked Tortilla Chips,Mexico,450,7,20,65,Weight Loss,Snack,0
41,Toasted Chickpeas,Mexico,164,19,6,27,Weight Loss,Snack,1
41,Guacamole (Small),Mexico,160,2,15,9,Weight Loss,Snack,1
41,Pico de Gallo,Mexico,25,1,0.2,5,Weight Loss,Snack,1
41,Sliced Papaya,Mexico,43,0.5,0.1,11,Weight Loss,Snack,1
41,Toasted Corn (Esquites),Mexico,150,4,6,25,Weight Loss,Snack,1
41,Walnuts,Mexico,654,15,65,14,Weight Loss,Snack,0
42,Almonds,USA,579,21,50,22,Muscle Gain,Snack,1
42,Celery with Peanut Butter,USA,190,7,16,10,Muscle Gain,Snack,0
42,Beef Jerky (Lean),USA,410,33,25,11,Muscle Gain,Snack,1
42,Apple Slices,USA,52,0.3,0.2,14,Muscle Gain,Snack,0
42,Greek Yogurt,USA,59,10,0.4,3.6,Muscle Gain,Snack,0
42,Trail Mix,USA,460,13,31,45,Muscle Gain,Snack,0
42,Hard Boiled Egg,USA,155,13,11,1,Muscle Gain,Snack,0
42,Pumpkin Seeds,USA,559,30,49,10,Muscle Gain,Snack,1
42,Blueberries,USA,57,0.7,0.3,14,Muscle Gain,Snack,0
42,String Cheese,USA,280,24,20,2,Muscle Gain,Snack,1
43,Sliced Mango,Thailand,60,0.8,0.4,15,Maintenance,Snack,0
43,Steamed Corn,Thailand,96,3.4,1.5,21,Maintenance,Snack,0
43,Roasted Cashews,Thailand,553,18,44,30,Maintenance,Snack,0
43,Dried Jackfruit,Thailand,280,2,0.6,72,Maintenance,Snack,1
43,Sliced Papaya,Thailand,43,0.5,0.1,11,Maintenance,Snack,0
43,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Maintenance,Snack,0
43,Small Rice Cracker,Thailand,380,7,1,85,Maintenance,Snack,1
43,Roasted Peanuts,Thailand,567,26,49,16,Maintenance,Snack,0
43,Sliced Starfruit,Thailand,31,1,0.3,7,Maintenance,Snack,0
43,Sliced Watermelon,Thailand,30,0.6,0.2,8,Maintenance,Snack,0
44,Edamame,Japan,122,11,5,10,Weight Loss,Snack,1
44,Seaweed Snacks,Japan,35,6,0.5,5,Weight Loss,Snack,1
44,Roasted Soybeans,Japan,450,40,20,33,Weight Loss,Snack,0
44,Rice Crackers,Japan,380,7,1,85,Weight Loss,Snack,0
44,Dried Squid,Japan,300,60,3,2,Weight Loss,Snack,0
44,Tamagoyaki,Japan,150,10,10,4,Weight Loss,Snack,1
44,Green Tea Mochi,Japan,230,2,0.5,55,Weight Loss,Snack,0
44,Small Onigiri,Japan,130,3,0.3,28,Weight Loss,Snack,1
44,Dried Shiitake,Japan,290,10,1,75,Weight Loss,Snack,0
44,Sliced Persimmon,Japan,70,0.6,0.2,19,Weight Loss,Snack,1
45,Sliced Mango,Thailand,60,0.8,0.4,15,Weight Loss,Snack,1
45,Steamed Corn,Thailand,96,3.4,1.5,21,Weight Loss,Snack,1
45,Roasted Cashews,Thailand,553,18,44,30,Weight Loss,Snack,0
45,Dried Jackfruit,Thailand,280,2,0.6,72,Weight Loss,Snack,0
45,Sliced Papaya,Thailand,43,0.5,0.1,11,Weight Loss,Snack,1
45,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Weight Loss,Snack,1
45,Small Rice Cracker,Thailand,380,7,1,85,Weight Loss,Snack,0
45,Roasted Peanuts,Thailand,567,26,49,16,Weight Loss,Snack,0
45,Sliced Starfruit,Thailand,31,1,0.3,7,Weight Loss,Snack,1
45,Sliced Watermelon,Thailand,30,0.6,0.2,8,Weight Loss,Snack,1
46,Brazil Nuts,Brazil,656,14,66,12,Weight Loss,Snack,0
46,Cashew Nuts,Brazil,553,18,44,30,Weight Loss,Snack,0
46,Sliced Guava,Brazil,68,2.6,1,14,Weight Loss,Snack,1
46,Baked Mini Empada,Brazil,280,8,15,28,Weight Loss,Snack,0
46,Tapioca Cubes,Brazil,350,0.2,0.1,85,Weight Loss,Snack,0
46,Roasted Peanuts,Brazil,567,26,49,16,Weight Loss,Snack,0
46,Sliced Pineapple,Brazil,50,0.5,0.1,13,Weight Loss,Snack,1
46,Sunflower Seeds,Brazil,584,21,51,20,Weight Loss,Snack,0
46,Dried Mango,Brazil,320,2,1,78,Weight Loss,Snack,0
46,Sliced Coconut,Brazil,354,3,33,15,Weight Loss,Snack,0
47,Sliced Mango,Thailand,60,0.8,0.4,15,Muscle Gain,Snack,0
47,Steamed Corn,Thailand,96,3.4,1.5,21,Muscle Gain,Snack,0
47,Roasted Cashews,Thailand,553,18,44,30,Muscle Gain,Snack,1
47,Dried Jackfruit,Thailand,280,2,0.6,72,Muscle Gain,Snack,0
47,Sliced Papaya,Thailand,43,0.5,0.1,11,Muscle Gain,Snack,0
47,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Muscle Gain,Snack,0
47,Small Rice Cracker,Thailand,380,7,1,85,Muscle Gain,Snack,0
47,Roasted Peanuts,Thailand,567,26,49,16,Muscle Gain,Snack,1
47,Sliced Starfruit,Thailand,31,1,0.3,7,Muscle Gain,Snack,0
47,Sliced Watermelon,Thailand,30,0.6,0.2,8,Muscle Gain,Snack,0
48,Roasted Pistachios,Greece,562,20,45,27,Muscle Gain,Snack,1
48,Kalamata Olives,Greece,115,0.8,11,6,Muscle Gain,Snack,0
48,Feta Cubes,Greece,264,14,21,4,Muscle Gain,Snack,0
48,Dried Figs,Greece,249,3,1,64,Muscle Gain,Snack,0
48,Walnuts,Greece,654,15,65,14,Muscle Gain,Snack,0
48,Greek Yogurt (Small),Greece,59,10,0.4,3.6,Muscle Gain,Snack,0
48,Sliced Cucumber,Greece,15,0.7,0.1,3.6,Muscle Gain,Snack,0
48,Roasted Chickpeas,Greece,164,19,6,27,Muscle Gain,Snack,1
48,Pomegranate Seeds,Greece,83,1.7,1.2,19,Muscle Gain,Snack,0
48,Sliced Grapes,Greece,69,0.7,0.2,18,Muscle Gain,Snack,0
49,Roasted Hazelnuts,Turkey,628,15,60,17,Muscle Gain,Snack,0
49,Dried Apricots,Turkey,241,3,0.5,62,Muscle Gain,Snack,0
49,Pistachios,Turkey,562,20,45,27,Muscle Gain,Snack,1
49,Sunflower Seeds,Turkey,584,21,51,20,Muscle Gain,Snack,1
49,Dried Figs,Turkey,249,3,1,64,Muscle Gain,Snack,0
49,Sliced Quince,Turkey,57,0.4,0.1,15,Muscle Gain,Snack,0
49,Walnuts,Turkey,654,15,65,14,Muscle Gain,Snack,0
49,Roasted Pumpkin Seeds,Turkey,559,30,49,10,Muscle Gain,Snack,1
49,Labneh with Herbs,Turkey,155,8,12,5,Muscle Gain,Snack,0
49,Sliced Melon,Turkey,34,0.8,0.2,8,Muscle Gain,Snack,0
50,Pine Nuts,Italy,673,14,68,13,Muscle Gain,Snack,0
50,Pistachios,Italy,562,20,45,27,Muscle Gain,Snack,1
50,Parmesan Chunks,Italy,430,38,29,4,Muscle Gain,Snack,1
50,Cherry Tomatoes with Basil,Italy,20,1,0.2,4,Muscle Gain,Snack,0
50,Baked Taralli,Italy,450,9,18,65,Muscle Gain,Snack,0
50,Sliced Melon,Italy,34,0.8,0.2,8,Muscle Gain,Snack,0
50,Walnuts,Italy,654,15,65,14,Muscle Gain,Snack,0
50,Roasted Chestnuts,Italy,245,3,2,53,Muscle Gain,Snack,0
50,Low-fat Ricotta,Italy,138,11,8,5,Muscle Gain,Snack,0
50,Olives,Italy,115,0.8,11,6,Muscle Gain,Snack,0
51,Roasted Pumpkin Seeds,Mexico,559,30,49,10,Maintenance,Snack,0
51,Jicama with Chili/Lime,Mexico,38,0.7,0.1,9,Maintenance,Snack,0
51,Sliced Mango,Mexico,60,0.8,0.4,15,Maintenance,Snack,0
51,Baked Tortilla Chips,Mexico,450,7,20,65,Maintenance,Snack,0
51,Toasted Chickpeas,Mexico,164,19,6,27,Maintenance,Snack,1
51,Guacamole (Small),Mexico,160,2,15,9,Maintenance,Snack,1
51,Pico de Gallo,Mexico,25,1,0.2,5,Maintenance,Snack,0
51,Sliced Papaya,Mexico,43,0.5,0.1,11,Maintenance,Snack,0
51,Toasted Corn (Esquites),Mexico,150,4,6,25,Maintenance,Snack,1
51,Walnuts,Mexico,654,15,65,14,Maintenance,Snack,0
52,Sliced Mango,Thailand,60,0.8,0.4,15,Muscle Gain,Snack,0
52,Steamed Corn,Thailand,96,3.4,1.5,21,Muscle Gain,Snack,0
52,Roasted Cashews,Thailand,553,18,44,30,Muscle Gain,Snack,1
52,Dried Jackfruit,Thailand,280,2,0.6,72,Muscle Gain,Snack,0
52,Sliced Papaya,Thailand,43,0.5,0.1,11,Muscle Gain,Snack,0
52,Sliced Dragon Fruit,Thailand,60,1.2,0.8,13,Muscle Gain,Snack,0
52,Small Rice Cracker,Thailand,380,7,1,85,Muscle Gain,Snack,0
52,Roasted Peanuts,Thailand,567,26,49,16,Muscle Gain,Snack,1
52,Sliced Starfruit,Thailand,31,1,0.3,7,Muscle Gain,Snack,0
52,Sliced Watermelon,Thailand,30,0.6,0.2,8,Muscle Gain,Snack,0
53,Marcona Almonds,Spain,600,20,54,18,Weight Loss,Snack,0
53,Sliced Jam?n (Lean),Spain,145,30,3,0,Weight Loss,Snack,1
53,Sliced Orange,Spain,47,0.9,0.1,12,Weight Loss,Snack,1
53,Toasted Hazelnuts,Spain,628,15,60,17,Weight Loss,Snack,0
53,Roasted Broad Beans,Spain,340,25,2,50,Weight Loss,Snack,0
53,Walnuts,Spain,654,15,65,14,Weight Loss,Snack,0
53,Olives,Spain,115,0.8,11,6,Weight Loss,Snack,1
53,Sliced Peaches,Spain,39,0.9,0.3,10,Weight Loss,Snack,1
53,Picos (Breadsticks),Spain,400,10,5,75,Weight Loss,Snack,0
53,Sliced Cantaloupe,Spain,34,0.8,0.2,8,Weight Loss,Snack,1
54,Roasted Pumpkin Seeds,Mexico,559,30,49,10,Maintenance,Snack,0
54,Jicama with Chili/Lime,Mexico,38,0.7,0.1,9,Maintenance,Snack,0
54,Sliced Mango,Mexico,60,0.8,0.4,15,Maintenance,Snack,0
54,Baked Tortilla Chips,Mexico,450,7,20,65,Maintenance,Snack,0
54,Toasted Chickpeas,Mexico,164,19,6,27,Maintenance,Snack,1
54,Guacamole (Small),Mexico,160,2,15,9,Maintenance,Snack,1
54,Pico de Gallo,Mexico,25,1,0.2,5,Maintenance,Snack,0
54,Sliced Papaya,Mexico,43,0.5,0.1,11,Maintenance,Snack,0
54,Toasted Corn (Esquites),Mexico,150,4,6,25,Maintenance,Snack,1
54,Walnuts,Mexico,654,15,65,14,Maintenance,Snack,0
55,Roasted Chestnuts,China,245,3,2,53,Weight Loss,Snack,0
55,Dried Hawthorn,China,260,1,0.5,65,Weight Loss,Snack,0
55,Steamed Bun (Small),China,230,8,2,45,Weight Loss,Snack,0
55,Roasted Soy Nuts,China,450,40,20,33,Weight Loss,Snack,0
55,Sliced Dragon Fruit,China,60,1.2,0.8,13,Weight Loss,Snack,1
55,Pumpkin Seeds,China,559,30,49,10,Weight Loss,Snack,0
55,Dried Lychee,China,280,3,1,70,Weight Loss,Snack,0
55,Baked Dumplings,China,195,9,10,18,Weight Loss,Snack,1
55,Walnut Halves,China,654,15,65,14,Weight Loss,Snack,0
55,Sliced Pear,China,57,0.4,0.1,15,Weight Loss,Snack,1
56,Roasted Hazelnuts,Turkey,628,15,60,17,Muscle Gain,Snack,0
56,Dried Apricots,Turkey,241,3,0.5,62,Muscle Gain,Snack,0
56,Pistachios,Turkey,562,20,45,27,Muscle Gain,Snack,1
56,Sunflower Seeds,Turkey,584,21,51,20,Muscle Gain,Snack,1
56,Dried Figs,Turkey,249,3,1,64,Muscle Gain,Snack,0
56,Sliced Quince,Turkey,57,0.4,0.1,15,Muscle Gain,Snack,0
56,Walnuts,Turkey,654,15,65,14,Muscle Gain,Snack,0
56,Roasted Pumpkin Seeds,Turkey,559,30,49,10,Muscle Gain,Snack,1
56,Labneh with Herbs,Turkey,155,8,12,5,Muscle Gain,Snack,0
56,Sliced Melon,Turkey,34,0.8,0.2,8,Muscle Gain,Snack,0
57,Edamame,Japan,122,11,5,10,Maintenance,Snack,1
57,Seaweed Snacks,Japan,35,6,0.5,5,Maintenance,Snack,0
57,Roasted Soybeans,Japan,450,40,20,33,Maintenance,Snack,0
57,Rice Crackers,Japan,380,7,1,85,Maintenance,Snack,1
57,Dried Squid,Japan,300,60,3,2,Maintenance,Snack,1
57,Tamagoyaki,Japan,150,10,10,4,Maintenance,Snack,1
57,Green Tea Mochi,Japan,230,2,0.5,55,Maintenance,Snack,1
57,Small Onigiri,Japan,130,3,0.3,28,Maintenance,Snack,1
57,Dried Shiitake,Japan,290,10,1,75,Maintenance,Snack,1
57,Sliced Persimmon,Japan,70,0.6,0.2,19,Maintenance,Snack,0
58,Marcona Almonds,Spain,600,20,54,18,Maintenance,Snack,0
58,Sliced Jam?n (Lean),Spain,145,30,3,0,Maintenance,Snack,1
58,Sliced Orange,Spain,47,0.9,0.1,12,Maintenance,Snack,0
58,Toasted Hazelnuts,Spain,628,15,60,17,Maintenance,Snack,0
58,Roasted Broad Beans,Spain,340,25,2,50,Maintenance,Snack,1
58,Walnuts,Spain,654,15,65,14,Maintenance,Snack,0
58,Olives,Spain,115,0.8,11,6,Maintenance,Snack,1
58,Sliced Peaches,Spain,39,0.9,0.3,10,Maintenance,Snack,0
58,Picos (Breadsticks),Spain,400,10,5,75,Maintenance,Snack,0
58,Sliced Cantaloupe,Spain,34,0.8,0.2,8,Maintenance,Snack,0
59,Walnuts,France,654,15,65,14,Weight Loss,Snack,0
59,Hard Cheese (Comte),France,410,27,33,1,Weight Loss,Snack,0
59,Sliced Pear,France,57,0.4,0.1,15,Weight Loss,Snack,1
59,Radishes with Salt,France,16,0.7,0.1,3.4,Weight Loss,Snack,1
59,Almonds,France,579,21,50,22,Weight Loss,Snack,0
59,Baked Apple,France,60,0.5,0.2,15,Weight Loss,Snack,1
59,Mini Quiche (Veg),France,250,8,18,14,Weight Loss,Snack,0
59,Yogurt with Honey,France,115,9,4,12,Weight Loss,Snack,1
59,Hazelnuts,France,628,15,60,17,Weight Loss,Snack,0
59,Dark Chocolate (85%),France,598,8,45,24,Weight Loss,Snack,0
60,Brazil Nuts,Brazil,656,14,66,12,Maintenance,Snack,0
